chr1	941174	941250
chr1	941418	942505
chr1	1080280	1080350
chr1	1080404	1080877
chr1	1093075	1093732
chr1	1365671	1366225
chr1	6779792	6780391
chr1	6830565	6831180
chr1	8048435	8049440
chr1	8051631	8052647
chr1	8963733	8964544
chr1	9503859	9504336
chr1	9515690	9516406
chr1	9536810	9537438
chr1	14155335	14155810
chr1	14214975	14215638
chr1	17820478	17821104
chr1	18368094	18369103
chr1	22498733	22499376
chr1	23298024	23298734
chr1	23302775	23303378
chr1	23882281	23883055
chr1	24243284	24243840
chr1	24592852	24593455
chr1	25031575	25032345
chr1	25174119	25175112
chr1	26201727	26202893
chr1	26455813	26456173
chr1	27854433	27855167
chr1	28012970	28013726
chr1	29107775	29109155
chr1	29800716	29801467
chr1	31255302	31255914
chr1	31584930	31585831
chr1	31635242	31636043
chr1	31643489	31644259
chr1	32014343	32015228
chr1	32903630	32904130
chr1	33709611	33710249
chr1	35208233	35208735
chr1	35309306	35310415
chr1	35395397	35396156
chr1	36600205	36600772
chr1	36653446	36654199
chr1	36953072	36953236
chr1	38589074	38589463
chr1	39207008	39207497
chr1	40609511	40610156
chr1	41350127	41350672
chr1	41440580	41441167
chr1	41837299	41838424
chr1	41901136	41901778
chr1	41961655	41961675
chr1	41961696	41962446
chr1	42637588	42638196
chr1	43476504	43477550
chr1	44825105	44825669
chr1	46912469	46913010
chr1	46913630	46914455
chr1	46954891	46955980
chr1	47874854	47875480
chr1	48030082	48030840
chr1	48108593	48109246
chr1	48174806	48175283
chr1	52035157	52036017
chr1	52585281	52585928
chr1	54877102	54878080
chr1	54953718	54954393
chr1	56497988	56498577
chr1	56864892	56865568
chr1	56902604	56903222
chr1	56919291	56919864
chr1	59085906	59086845
chr1	59395246	59395877
chr1	59543532	59544163
chr1	60234361	60235533
chr1	63509501	63509795
chr1	64131067	64132001
chr1	64139937	64140590
chr1	65531605	65533028
chr1	65555949	65556739
chr1	65606687	65606921
chr1	65606995	65607699
chr1	66153399	66154094
chr1	68021158	68021659
chr1	68166080	68167041
chr1	68741859	68742631
chr1	68808290	68809033
chr1	70906634	70907414
chr1	70925389	70926272
chr1	70953350	70954038
chr1	73642096	73642707
chr1	73646264	73646836
chr1	80069527	80070968
chr1	86926623	86927350
chr1	87938660	87939408
chr1	88501182	88502326
chr1	88646158	88646669
chr1	91189196	91189740
chr1	92094282	92094653
chr1	92382446	92383036
chr1	94788240	94788805
chr1	95073474	95074403
chr1	95093271	95094217
chr1	96207887	96208839
chr1	97061714	97062320
chr1	98670771	98671503
chr1	103319271	103319868
chr1	109075954	109076761
chr1	110331791	110332221
chr1	111755142	111755718
chr1	111812930	111814077
chr1	111906556	111906903
chr1	113760138	113761075
chr1	113836357	113837119
chr1	116681585	116682101
chr1	116762443	116763146
chr1	116996543	116997140
chr1	117027693	117028368
chr1	117041601	117042049
chr1	117811382	117811998
chr1	117812124	117812336
chr1	120216621	120217410
chr1	120217846	120218613
chr1	121351568	121352442
chr1	121357476	121358200
chr1	121386209	121386629
chr1	147305088	147306203
chr1	149214568	149215836
chr1	150536619	150536996
chr1	150540542	150541477
chr1	151949108	151949708
chr1	151952315	151952892
chr1	153548056	153549295
chr1	153549455	153551545
chr1	154326582	154327713
chr1	155092224	155093461
chr1	156153574	156154604
chr1	156367735	156368351
chr1	156659138	156659717
chr1	157204867	157205652
chr1	158087520	158088069
chr1	158119427	158119985
chr1	160623308	160623987
chr1	160695726	160696900
chr1	160749724	160750302
chr1	160956889	160957920
chr1	161261024	161261683
chr1	161410125	161410601
chr1	165345486	165346196
chr1	167170290	167171202
chr1	167772472	167773150
chr1	168172070	168172632
chr1	171365658	171366897
chr1	171393337	171394114
chr1	171394440	171394507
chr1	172448726	172449499
chr1	172696806	172697591
chr1	173092062	173093021
chr1	175889588	175890309
chr1	175905805	175906658
chr1	178971533	178972513
chr1	179555338	179555846
chr1	181081832	181082435
chr1	181087959	181089145
chr1	181089816	181090526
chr1	181097885	181098847
chr1	181111349	181112019
chr1	182053941	182054659
chr1	182056191	182056917
chr1	182218159	182218897
chr1	182278694	182279149
chr1	182308090	182308566
chr1	182931696	182932153
chr1	182937981	182938580
chr1	182946935	182947291
chr1	184632990	184633522
chr1	187520185	187520733
chr1	188737792	188739103
chr1	188826624	188827205
chr1	189118791	189119288
chr1	189677579	189678072
chr1	193364885	193365420
chr1	201222712	201223523
chr1	201480926	201481803
chr1	201508317	201508490
chr1	201864893	201865461
chr1	202027434	202028148
chr1	202032214	202032872
chr1	202035986	202037038
chr1	202046664	202047842
chr1	202070455	202071293
