chr1	564304	570459
chr1	713972	714172
chr1	875775	875975
chr1	877072	877630
chr1	893095	893612
chr1	893769	894907
chr1	895347	895606
chr1	895709	896999
chr1	934053	936383
chr1	936780	937444
chr1	940396	940596
chr1	954794	957488
chr1	960058	960715
chr1	968410	968958
chr1	976493	976705
chr1	983242	983490
chr1	994747	994995
chr1	1004194	1004878
chr1	1049932	1050921
chr1	1051065	1052100
chr1	1060713	1061120
chr1	1106308	1106508
chr1	1141031	1141414
chr1	1166112	1169209
chr1	1169661	1170259
chr1	1177711	1177911
chr1	1207584	1209775
chr1	1228889	1229481
chr1	1240245	1240697
chr1	1241876	1242141
chr1	1242247	1245453
chr1	1245589	1245960
chr1	1258093	1258548
chr1	1258925	1259252
chr1	1259613	1261505
chr1	1278716	1278916
chr1	1282964	1284547
chr1	1284673	1285393
chr1	1286912	1287284
chr1	1290419	1290868
chr1	1291991	1292309
chr1	1293330	1294173
chr1	1294883	1295194
chr1	1295289	1295500
chr1	1295770	1296237
chr1	1296612	1296812
chr1	1307675	1307875
chr1	1308546	1308746
chr1	1308910	1311189
chr1	1311346	1311879
chr1	1332674	1332926
chr1	1333211	1337751
chr1	1341205	1341405
chr1	1341604	1344204
chr1	1344821	1345051
chr1	1362536	1362783
chr1	1363053	1363253
chr1	1363628	1363967
chr1	1365950	1366168
chr1	1368473	1369275
chr1	1370557	1372369
chr1	1372697	1373768
chr1	1374292	1374492
chr1	1406134	1407311
chr1	1407893	1409652
chr1	1446837	1447694
chr1	1448264	1448549
chr1	1508097	1508441
chr1	1508575	1511797
chr1	1518107	1518436
chr1	1530724	1530924
chr1	1534184	1535358
chr1	1535588	1536361
chr1	1549170	1550138
chr1	1550351	1553078
chr1	1590271	1590803
chr1	1655585	1656107
chr1	1707020	1707349
chr1	1707543	1707884
chr1	1708498	1711758
chr1	1714235	1714520
chr1	1765543	1765808
chr1	1819487	1820032
chr1	1820219	1823404
chr1	1825557	1826241
chr1	1838258	1838919
chr1	1839802	1841423
chr1	1850336	1851302
chr1	1852442	1852642
chr1	1892711	1892911
chr1	1978731	1978931
chr1	1980985	1982943
chr1	1983080	1983852
chr1	2064560	2064960
chr1	2066926	2067208
chr1	2107158	2107358
chr1	2120788	2122014
chr1	2123489	2123792
chr1	2124963	2125389
chr1	2125476	2125679
chr1	2125923	2126468
chr1	2126622	2126895
chr1	2136234	2137214
chr1	2157791	2158000
chr1	2158651	2159536
chr1	2160219	2164150
chr1	2164251	2164619
chr1	2185294	2185586
chr1	2221601	2221801
chr1	2253648	2253848
chr1	2255258	2255472
chr1	2321767	2322225
chr1	2322432	2324773
chr1	2325024	2325601
chr1	2343066	2344776
chr1	2344973	2346043
chr1	2456488	2458338
chr1	2461091	2461312
chr1	2477690	2478774
chr1	2517227	2518612
chr1	2521322	2521578
chr1	2570653	2570885
chr1	2573751	2573990
chr1	2574182	2575093
chr1	2726625	2726828
chr1	2734401	2734601
chr1	2751035	2751235
chr1	2941584	2941784
chr1	2986564	2986764
chr1	2988379	2988579
chr1	3030130	3030373
chr1	3054241	3054441
chr1	3061096	3061324
chr1	3077091	3077291
chr1	3090257	3090542
chr1	3310370	3310668
chr1	3370893	3372261
chr1	3377359	3377559
chr1	3527915	3528184
chr1	3540656	3542670
chr1	3565659	3566330
chr1	3566416	3567028
chr1	3568419	3569645
chr1	3570799	3570999
chr1	3579559	3579789
chr1	3662618	3663189
chr1	3663285	3664081
chr1	3683914	3684153
chr1	3688975	3689538
chr1	3689646	3689884
chr1	3690061	3691259
chr1	3691409	3691714
chr1	3711656	3713622
chr1	3713736	3713943
chr1	3772125	3772589
chr1	3772852	3775010
chr1	3775110	3775489
chr1	3786423	3786821
chr1	3815561	3818121
chr1	4012053	4012253
chr1	4122896	4123211
chr1	4273340	4273583
chr1	4655353	4655553
chr1	4716294	4716533
chr1	4770986	4771195
chr1	5367392	5367592
chr1	5730248	5730448
chr1	5733975	5734364
chr1	5909284	5909484
chr1	6051554	6053140
chr1	6053311	6053523
chr1	6181916	6182148
chr1	6257656	6260357
chr1	6260446	6260894
chr1	6264965	6265701
chr1	6265791	6267613
chr1	6268141	6268341
chr1	6268597	6268884
chr1	6268992	6269192
chr1	6269322	6269689
chr1	6294317	6296416
chr1	6296529	6296741
chr1	6297048	6297376
chr1	6305363	6306217
chr1	6320102	6320838
chr1	6321118	6322118
chr1	6330685	6330972
chr1	6342425	6342625
chr1	6404178	6404378
chr1	6445743	6446264
chr1	6452494	6454516
chr1	6478891	6479271
chr1	6479721	6480406
chr1	6531402	6531919
chr1	6533816	6534248
chr1	6535526	6535869
chr1	6536603	6536805
chr1	6550358	6551025
chr1	6613139	6613698
chr1	6613800	6614918
chr1	6630474	6630700
chr1	6639786	6641192
chr1	6659143	6660050
chr1	6660339	6664015
chr1	6664168	6664368
chr1	6672643	6675980
chr1	6684914	6685993
chr1	6760407	6762224
chr1	6843931	6845613
chr1	6845824	6846928
chr1	7022351	7023493
chr1	7154856	7155129
chr1	7391975	7392175
chr1	7448586	7448786
chr1	7591286	7591512
chr1	7647367	7647567
chr1	7740148	7741204
chr1	7763644	7764251
chr1	7764552	7764970
chr1	7813111	7813344
chr1	7831006	7832471
